Cell_Number,R_Area,B_Area,BR_Ratio,Prop_Infected,Cell_Source,Unique_id,Status,F1,Manual_Match
1,335901,1180954,3.5157799470677373,0.7785543113877068,AS_A_I_15_4-20240720,AS_A_I_15_4-20240720_1,late_infected,FP,NA
2,185574,765966,4.127550195609299,0.8049750930071253,AS_A_I_15_4-20240720,AS_A_I_15_4-20240720_2,dead,FP,NA
3,188426,745484,3.956375447125131,0.7982396590677903,AS_A_I_15_4-20240720,AS_A_I_15_4-20240720_3,late_infected,FP,NA
4,319293,1127052,3.529836231924909,0.7792414672847765,AS_A_I_15_4-20240720,AS_A_I_15_4-20240720_4,late_infected,FP,NA
5,229759,894180,3.891817077894664,0.7955769841601724,AS_A_I_15_4-20240720,AS_A_I_15_4-20240720_5,late_infected,FP,NA
6,192257,844020,4.390061220137628,0.8144733502721763,AS_A_I_15_4-20240720,AS_A_I_15_4-20240720_6,dead,FP,NA
7,268297,1023860,3.816144049318479,0.7923650144680561,AS_A_I_15_4-20240720,AS_A_I_15_4-20240720_7,late_infected,FP,NA
8,279786,1007558,3.6011737542264446,0.7826641519283113,AS_A_I_15_4-20240720,AS_A_I_15_4-20240720_8,late_infected,FP,NA
9,331952,1169205,3.5222110425603703,0.7788692321988973,AS_A_I_15_4-20240720,AS_A_I_15_4-20240720_9,late_infected,FP,NA
10,297177,1028703,3.461583500741982,0.7758643316137207,AS_A_I_15_4-20240720,AS_A_I_15_4-20240720_10,late_infected,FP,NA
11,292726,1050833,3.5898177818164427,0.7821264269004934,AS_A_I_15_4-20240720,AS_A_I_15_4-20240720_11,late_infected,FP,NA
12,141781,757234,5.340870779582596,0.842292954,AS_A_I_15_4-20240720,AS_A_I_15_4-20240720_12,dead,TP,AS_A_I_15_4-20240720_27
13,97018,599038,6.174503700344266,0.8606175365200501,AS_A_I_15_4-20240720,AS_A_I_15_4-20240720_13,dead,FP,NA
14,62836,547316,8.710229804570629,0.8970158255647773,AS_A_I_15_4-20240720,AS_A_I_15_4-20240720_14,dead,FP,NA/12
15,127207,558315,4.389027333401463,0.8144377569210033,AS_A_I_15_4-20240720,AS_A_I_15_4-20240720_15,dead,FP,NA
16,164059,787526,4.800260881755953,0.8275939616534519,AS_A_I_15_4-20240720,AS_A_I_15_4-20240720_16,dead,FP,NA
17,187937,697294,3.7102539680850497,0.7876972225328756,AS_A_I_15_4-20240720,AS_A_I_15_4-20240720_17,late_infected,FP,NA
18,49253,464605,9.433029460134408,0.9041505629960028,AS_A_I_15_4-20240720,AS_A_I_15_4-20240720_18,dead,TP,AS_A_I_15_4-20240720_12
19,262335,889293,3.3899136600148663,0.772205087,AS_A_I_15_4-20240720,AS_A_I_15_4-20240720_19,late_infected,FP,NA
20,164086,691124,4.211962019916386,0.8081336747699396,AS_A_I_15_4-20240720,AS_A_I_15_4-20240720_20,dead,FP,NA
21,224043,825720,3.685542507465085,0.7865775417880035,AS_A_I_15_4-20240720,AS_A_I_15_4-20240720_21,late_infected,FP,NA
22,88989,632522,7.107867264493365,0.8766630030588585,AS_A_I_15_4-20240720,AS_A_I_15_4-20240720_22,dead,TP,AS_A_I_15_4-20240720_18
23,248484,874624,3.5198403116498445,0.7787532454581394,AS_A_I_15_4-20240720,AS_A_I_15_4-20240720_23,late_infected,FP,NA
24,147626,758802,5.1400295340929105,0.837134334,AS_A_I_15_4-20240720,AS_A_I_15_4-20240720_24,dead,TP,AS_A_I_15_4-20240720_26
25,108921,391437,3.593769796457983,0.7823138632738958,AS_A_I_15_4-20240720,AS_A_I_15_4-20240720_25,late_infected,FP,NA
26,74919,297175,3.9666172799957287,0.7986557160287454,AS_A_I_15_4-20240720,AS_A_I_15_4-20240720_26,late_infected,FP,NA
1,817192,907494,1.110502794936808,0.5261792581374233,AS_A_I_22_4-20240718,AS_A_I_22_4-20240718_1,late_infected,FP,NA
2,827320,758592,0.9169269448339216,0.4783317107128264,AS_A_I_22_4-20240718,AS_A_I_22_4-20240718_2,early_infected,FP,NA
3,800423,853987,1.0669196162529062,0.516188248,AS_A_I_22_4-20240718,AS_A_I_22_4-20240718_3,late_infected,FP,NA
4,603619,572184,0.9479224477692054,0.48663253963461567,AS_A_I_22_4-20240718,AS_A_I_22_4-20240718_4,early_infected,TP,AS_A_I_22_4-20240718_14
5,651116,754775,1.1592020469470878,0.5368659447994191,AS_A_I_22_4-20240718,AS_A_I_22_4-20240718_5,late_infected,FP,NA
6,806885,1277976,1.5838390848757875,0.6129789947627204,AS_A_I_22_4-20240718,AS_A_I_22_4-20240718_6,late_infected,FP,NA
7,820125,724536,0.8834458161865569,0.46905825938506895,AS_A_I_22_4-20240718,AS_A_I_22_4-20240718_7,early_infected,FP,NA
8,716992,808569,1.1277238797643487,0.5300142046106318,AS_A_I_22_4-20240718,AS_A_I_22_4-20240718_8,late_infected,TP,AS_A_I_22_4-20240718_13
9,706840,841448,1.1904363080753777,0.5434699487433863,AS_A_I_22_4-20240718,AS_A_I_22_4-20240718_9,late_infected,FP,NA
10,830521,905952,1.0908237118627946,0.5217196005926956,AS_A_I_22_4-20240718,AS_A_I_22_4-20240718_10,late_infected,FP,NA
11,540697,1100874,2.036027571819337,0.670622227,AS_A_I_22_4-20240718,AS_A_I_22_4-20240718_11,late_infected,FP,NA
12,497512,685470,1.377795912460403,0.5794424598176473,AS_A_I_22_4-20240718,AS_A_I_22_4-20240718_12,late_infected,FP,NA
13,456727,423262,0.926728658,0.4809855577740176,AS_A_I_22_4-20240718,AS_A_I_22_4-20240718_13,early_infected,FP,NA
14,605204,825966,1.364772869974422,0.5771264070655477,AS_A_I_22_4-20240718,AS_A_I_22_4-20240718_14,late_infected,FP,NA
15,966265,1016181,1.051658706462513,0.512589498,AS_A_I_22_4-20240718,AS_A_I_22_4-20240718_15,late_infected,FP,NA
16,816047,723296,0.8863411053530005,0.4698731861579908,AS_A_I_22_4-20240718,AS_A_I_22_4-20240718_16,early_infected,FP,NA
17,1041649,1262129,1.2116643898280517,0.5478518329457092,AS_A_I_22_4-20240718,AS_A_I_22_4-20240718_17,late_infected,FP,NA
18,724507,742933,1.025432466491007,0.5062782805429864,AS_A_I_22_4-20240718,AS_A_I_22_4-20240718_18,late_infected,FP,NA
19,151048,178986,1.1849610719771198,0.5423259421756547,AS_A_I_22_4-20240718,AS_A_I_22_4-20240718_19,late_infected,FP,NA
20,469496,625617,1.3325289246340757,0.5712807719386036,AS_A_I_22_4-20240718,AS_A_I_22_4-20240718_20,late_infected,FP,NA
21,189815,214351,1.1292627031583384,0.5303538645012198,AS_A_I_22_4-20240718,AS_A_I_22_4-20240718_21,late_infected,FP,NA
22,269961,383485,1.4205200010371868,0.5868656323552367,AS_A_I_22_4-20240718,AS_A_I_22_4-20240718_22,late_infected,FP,NA
23,328780,373408,1.1357381835878095,0.5317778144884276,AS_A_I_22_4-20240718,AS_A_I_22_4-20240718_23,late_infected,FP,NA
24,632733,865243,1.3674693749180145,0.5776080524654601,AS_A_I_22_4-20240718,AS_A_I_22_4-20240718_24,late_infected,FP,NA
25,245830,336835,1.3701948500996624,0.5780937588494246,AS_A_I_22_4-20240718,AS_A_I_22_4-20240718_25,late_infected,FP,NA
26,421504,443786,1.0528630807774066,0.5128754521605473,AS_A_I_22_4-20240718,AS_A_I_22_4-20240718_26,late_infected,FP,NA
27,411325,448630,1.0906947061326202,0.521690088,AS_A_I_22_4-20240718,AS_A_I_22_4-20240718_27,late_infected,FP,NA
28,310071,361112,1.164610685939672,0.5380231620884319,AS_A_I_22_4-20240718,AS_A_I_22_4-20240718_28,late_infected,FP,NA
29,685641,767863,1.1199198997726216,0.528284064,AS_A_I_22_4-20240718,AS_A_I_22_4-20240718_29,late_infected,FP,NA
30,571288,822691,1.4400635056223832,0.5901746009086221,AS_A_I_22_4-20240718,AS_A_I_22_4-20240718_30,late_infected,FP,NA
31,429987,592237,1.377336989257815,0.5793612750238695,AS_A_I_22_4-20240718,AS_A_I_22_4-20240718_31,late_infected,FP,NA
32,176942,194822,1.1010500616021068,0.5240475140142671,AS_A_I_22_4-20240718,AS_A_I_22_4-20240718_32,late_infected,FP,NA
